date,age,gender,item,category,amount,label
2024-03-23,40,Male,Rice,Groceries,1328,
2024-01-12,32,Male,Vegetables,Groceries,6474,
2024-03-26,21,Male,Bread,Groceries,8217,Need
2024-01-15,20,Female,Rice,Groceries,7636,
2024-03-19,28,Male,Medicine,Health & Wellness,2075,
2024-01-14,37,Male,Video Game,Entertainment,4316,
2024-01-26,38,Female,Milk,Groceries,4814,Need
2024-02-08,28,Female,Medicine,Health & Wellness,4731,Need
2024-02-12,49,Male,Netflix,Entertainment,1743,
2024-02-12,46,Male,Video Game,Entertainment,3569,
2024-02-29,24,Female,Video Game,Entertainment,7636,
2024-03-02,22,Male,Vegetables,Groceries,7885,
2024-03-30,40,Male,Medicine,Health & Wellness,4233,
2024-01-08,44,Female,Video Game,Entertainment,7055,
2024-02-11,46,Female,Netflix,Entertainment,3071,Want
2024-03-20,40,Female,Video Game,Entertainment,5810,
2024-02-12,41,Female,Movie Ticket,Entertainment,4814,
2024-01-06,45,Female,Rice,Groceries,5976,
2024-02-17,34,Female,Video Game,Entertainment,6142,Want
2024-03-08,42,Male,Movie Ticket,Entertainment,1826,
2024-01-19,59,Female,Netflix,Entertainment,2905,
2024-02-13,34,Female,Movie Ticket,Entertainment,1909,Want
2024-03-03,41,Female,Medicine,Health & Wellness,1992,
2024-01-10,59,Male,Movie Ticket,Entertainment,7138,Want
2024-03-15,42,Male,Bread,Groceries,996,Need
2024-03-07,33,Male,Rice,Groceries,2739,Need
2024-01-08,43,Female,Medicine,Health & Wellness,6474,
2024-01-17,43,Male,Video Game,Entertainment,7719,
2024-01-14,41,Female,Medicine,Health & Wellness,5810,
2024-02-06,50,Female,Medicine,Health & Wellness,7221,
2024-03-04,29,Male,Rice,Groceries,5478,
2024-03-28,27,Male,Milk,Groceries,2739,
2024-01-03,34,Male,Bread,Groceries,3403,
2024-01-06,50,Male,Medicine,Health & Wellness,8051,
2024-02-18,23,Female,Bread,Groceries,4482,Need
2024-02-05,30,Female,Rice,Groceries,7719,
2024-01-21,58,Female,Medicine,Health & Wellness,6557,
2024-02-09,54,Male,Medicine,Health & Wellness,6308,
2024-03-03,49,Male,Vegetables,Groceries,7470,
2024-03-19,38,Female,Netflix,Entertainment,6806,
2024-01-16,57,Female,Medicine,Health & Wellness,4399,
2024-02-21,37,Female,Video Game,Entertainment,996,Want
2024-02-28,39,Female,Milk,Groceries,3569,
2024-03-12,56,Female,Bread,Groceries,8217,
2024-01-05,41,Male,Vegetables,Groceries,8217,Need
2024-01-07,31,Female,Vegetables,Groceries,6640,Need
2024-01-24,54,Male,Movie Ticket,Entertainment,6059,Want
2024-03-19,47,Female,Netflix,Entertainment,1411,
2024-03-10,20,Male,Vegetables,Groceries,5063,
2024-01-05,42,Female,Bread,Groceries,3569,
2024-03-29,38,Female,Bread,Groceries,7636,
2024-02-15,40,Male,Vegetables,Groceries,4648,
2024-01-15,25,Female,Rice,Groceries,5229,
2024-01-05,48,Male,Video Game,Entertainment,8051,
2024-02-28,27,Female,Netflix,Entertainment,4897,Want
2024-01-25,28,Male,Medicine,Health & Wellness,1079,
2024-03-27,51,Male,Netflix,Entertainment,1909,Want
2024-02-05,37,Female,Rice,Groceries,1577,
2024-01-22,54,Female,Medicine,Health & Wellness,4233,Need
2024-01-09,38,Female,Vegetables,Groceries,6972,
2024-02-25,60,Female,Netflix,Entertainment,7221,Want
2024-03-14,32,Male,Netflix,Entertainment,4316,
2024-01-19,34,Female,Rice,Groceries,1743,
2024-01-25,44,Male,Milk,Groceries,3320,Need
2024-02-04,54,Female,Movie Ticket,Entertainment,7636,
2024-02-25,27,Female,Netflix,Entertainment,2573,
2024-01-28,57,Female,Medicine,Health & Wellness,1826,Need
2024-03-04,33,Female,Movie Ticket,Entertainment,7304,Want
2024-03-05,41,Female,Vegetables,Groceries,4067,
2024-01-21,42,Female,Movie Ticket,Entertainment,1909,
2024-03-31,35,Male,Video Game,Entertainment,5395,
2024-01-30,21,Female,Video Game,Entertainment,7138,
2024-03-08,43,Male,Medicine,Health & Wellness,3071,
2024-02-27,31,Female,Medicine,Health & Wellness,6723,
2024-03-07,37,Male,Vegetables,Groceries,5146,
2024-02-23,38,Female,Medicine,Health & Wellness,3154,
2024-03-05,54,Female,Medicine,Health & Wellness,5893,
2024-03-08,19,Male,Vegetables,Groceries,2158,
2024-02-14,46,Female,Milk,Groceries,3154,Need
2024-01-03,55,Male,Medicine,Health & Wellness,1992,
2024-01-22,40,Male,Vegetables,Groceries,4980,Need
2024-02-02,38,Male,Medicine,Health & Wellness,6640,
2024-03-15,37,Male,Medicine,Health & Wellness,1992,
2024-02-11,47,Female,Movie Ticket,Entertainment,8300,
2024-01-16,41,Male,Bread,Groceries,2905,
2024-03-14,60,Female,Rice,Groceries,7138,Need
2024-03-11,30,Male,Milk,Groceries,5146,
2024-02-03,60,Female,Milk,Groceries,3984,
2024-03-08,54,Female,Video Game,Entertainment,6142,Want
2024-01-24,30,Male,Video Game,Entertainment,2158,
2024-03-06,33,Female,Netflix,Entertainment,7470,
2024-02-18,57,Male,Rice,Groceries,3320,
2024-01-01,50,Female,Movie Ticket,Entertainment,3071,
2024-02-05,25,Male,Netflix,Entertainment,4648,
2024-01-22,36,Female,Video Game,Entertainment,3735,
2024-03-14,19,Male,Medicine,Health & Wellness,6474,
2024-03-17,24,Male,Bread,Groceries,2075,Need
2024-02-18,34,Male,Video Game,Entertainment,3735,
2024-02-12,46,Male,Vegetables,Groceries,4316,
2024-02-20,44,Female,Movie Ticket,Entertainment,7968,
2024-01-07,47,Female,Netflix,Entertainment,7802,
2024-01-18,40,Male,Vegetables,Groceries,7387,
2024-01-03,33,Male,Medicine,Health & Wellness,913,
2024-01-15,29,Male,Milk,Groceries,1162,
2024-01-10,20,Female,Bread,Groceries,3901,
2024-02-18,24,Female,Video Game,Entertainment,4565,
2024-03-26,51,Male,Netflix,Entertainment,7304,
2024-03-20,22,Male,Medicine,Health & Wellness,7802,Need
2024-03-09,33,Female,Bread,Groceries,6806,
2024-03-16,53,Female,Rice,Groceries,8300,Need
2024-02-18,53,Male,Vegetables,Groceries,5976,
2024-01-25,18,Female,Vegetables,Groceries,4897,Need
2024-02-01,40,Male,Netflix,Entertainment,2905,
2024-01-25,23,Male,Movie Ticket,Entertainment,3901,Want
2024-01-25,57,Female,Bread,Groceries,5478,Need
2024-03-20,36,Female,Vegetables,Groceries,8217,
2024-02-17,49,Male,Vegetables,Groceries,7885,
2024-03-12,38,Male,Medicine,Health & Wellness,6059,
2024-02-17,45,Female,Milk,Groceries,3237,
2024-03-31,23,Male,Netflix,Entertainment,6723,
2024-03-16,50,Male,Movie Ticket,Entertainment,3901,
2024-02-18,46,Female,Netflix,Entertainment,3403,Want
2024-02-23,26,Female,Milk,Groceries,7802,
2024-01-19,39,Female,Netflix,Entertainment,3486,Want
2024-02-08,26,Male,Rice,Groceries,4814,Need
2024-01-22,46,Male,Netflix,Entertainment,1826,Want
2024-01-25,56,Female,Vegetables,Groceries,7304,Need
2024-03-14,28,Male,Netflix,Entertainment,6640,
2024-02-27,25,Female,Netflix,Entertainment,4316,Want
2024-03-29,29,Female,Vegetables,Groceries,1079,
2024-01-12,41,Female,Netflix,Entertainment,7885,
2024-03-23,52,Male,Vegetables,Groceries,2656,
2024-01-07,38,Female,Bread,Groceries,4980,
2024-03-28,56,Male,Vegetables,Groceries,3735,
2024-02-04,33,Female,Netflix,Entertainment,7304,
2024-03-28,28,Female,Video Game,Entertainment,4482,Want
2024-03-26,25,Female,Netflix,Entertainment,1909,
2024-02-28,57,Male,Vegetables,Groceries,7885,Need
2024-03-26,57,Male,Video Game,Entertainment,1162,Want
2024-01-06,53,Female,Medicine,Health & Wellness,5976,
2024-01-25,26,Female,Bread,Groceries,2241,
2024-02-16,41,Female,Vegetables,Groceries,1577,
2024-03-31,48,Female,Netflix,Entertainment,1328,Want
2024-03-02,44,Male,Video Game,Entertainment,7553,
2024-02-03,27,Female,Video Game,Entertainment,4482,
2024-03-10,34,Male,Netflix,Entertainment,2158,
2024-01-24,36,Male,Video Game,Entertainment,1162,
2024-01-19,40,Male,Movie Ticket,Entertainment,6391,
2024-01-31,51,Male,Movie Ticket,Entertainment,2656,
2024-01-21,45,Male,Bread,Groceries,8051,
2024-03-03,44,Male,Bread,Groceries,8217,Need
2024-02-06,51,Female,Medicine,Health & Wellness,5478,
2024-02-27,25,Female,Bread,Groceries,4731,
2024-03-07,21,Female,Milk,Groceries,8217,
2024-01-16,55,Male,Medicine,Health & Wellness,8051,Need
2024-02-08,54,Female,Video Game,Entertainment,7470,
2024-01-06,47,Male,Movie Ticket,Entertainment,7636,
2024-02-11,39,Female,Netflix,Entertainment,4648,
2024-02-26,23,Female,Rice,Groceries,2822,
2024-03-29,35,Female,Video Game,Entertainment,5478,
2024-02-19,59,Male,Rice,Groceries,1577,Need
2024-01-28,42,Female,Movie Ticket,Entertainment,830,
2024-03-26,44,Female,Bread,Groceries,2075,
2024-03-22,39,Female,Netflix,Entertainment,5644,Want
2024-02-06,58,Female,Vegetables,Groceries,4565,
2024-03-28,42,Male,Movie Ticket,Entertainment,5229,
2024-01-06,32,Female,Rice,Groceries,4648,
2024-01-25,18,Female,Video Game,Entertainment,1494,
2024-03-20,28,Female,Medicine,Health & Wellness,2075,
2024-01-02,27,Female,Bread,Groceries,5810,
2024-02-27,52,Female,Medicine,Health & Wellness,1743,
2024-03-23,57,Female,Medicine,Health & Wellness,5893,Need
2024-02-24,35,Male,Rice,Groceries,7802,Need
2024-01-16,24,Female,Netflix,Entertainment,4565,
2024-01-04,40,Female,Netflix,Entertainment,3237,
2024-02-10,27,Male,Vegetables,Groceries,4233,
2024-01-22,30,Male,Netflix,Entertainment,2075,Want
2024-01-24,22,Female,Bread,Groceries,3569,
2024-03-10,49,Male,Rice,Groceries,2324,Need
2024-02-21,25,Male,Movie Ticket,Entertainment,2656,
2024-02-05,53,Male,Netflix,Entertainment,1992,
2024-01-05,52,Male,Movie Ticket,Entertainment,3818,Want
2024-01-28,24,Female,Netflix,Entertainment,1494,
2024-02-12,26,Male,Bread,Groceries,8134,
2024-02-09,58,Female,Movie Ticket,Entertainment,5312,
2024-02-11,40,Female,Vegetables,Groceries,996,Need
2024-01-13,26,Male,Medicine,Health & Wellness,7221,
2024-03-27,26,Female,Movie Ticket,Entertainment,5561,Want
2024-02-28,27,Female,Movie Ticket,Entertainment,6059,
2024-01-02,50,Male,Vegetables,Groceries,7802,
2024-03-12,58,Female,Rice,Groceries,7470,
2024-03-30,45,Female,Netflix,Entertainment,4233,
2024-03-12,37,Male,Milk,Groceries,5644,Need
2024-01-02,19,Male,Bread,Groceries,2988,
2024-03-14,46,Male,Movie Ticket,Entertainment,2075,
2024-02-10,23,Male,Movie Ticket,Entertainment,1992,
2024-02-05,45,Male,Medicine,Health & Wellness,5312,
2024-03-15,49,Male,Movie Ticket,Entertainment,2988,
2024-01-13,26,Male,Vegetables,Groceries,7221,
2024-01-20,55,Female,Movie Ticket,Entertainment,5395,
2024-02-02,42,Female,Bread,Groceries,6308,
2024-03-15,23,Female,Rice,Groceries,1826,
2024-02-09,43,Male,Medicine,Health & Wellness,7138,
2024-03-07,48,Female,Movie Ticket,Entertainment,1826,
2024-02-04,24,Male,Milk,Groceries,3735,
2024-03-10,44,Female,Netflix,Entertainment,7138,
2024-01-27,35,Male,Medicine,Health & Wellness,7553,
2024-01-30,42,Female,Video Game,Entertainment,7802,
2024-03-22,56,Male,Milk,Groceries,7304,Need
2024-01-21,30,Female,Bread,Groceries,4897,
2024-03-17,18,Male,Movie Ticket,Entertainment,6723,Want
2024-02-28,43,Male,Video Game,Entertainment,3818,Want
2024-02-01,27,Male,Vegetables,Groceries,5561,
2024-01-02,23,Female,Medicine,Health & Wellness,4814,
2024-03-22,56,Male,Vegetables,Groceries,4731,
2024-02-25,35,Male,Milk,Groceries,830,
2024-02-11,22,Male,Bread,Groceries,3237,
2024-03-14,45,Female,Bread,Groceries,8300,
2024-03-11,52,Male,Milk,Groceries,3071,Need
2024-02-11,53,Female,Rice,Groceries,3984,
2024-03-02,56,Male,Movie Ticket,Entertainment,1079,
2024-01-02,52,Male,Medicine,Health & Wellness,2075,
2024-03-30,38,Female,Netflix,Entertainment,5644,Want
2024-02-29,40,Male,Bread,Groceries,7138,
2024-03-26,19,Male,Video Game,Entertainment,5146,
2024-01-14,52,Male,Movie Ticket,Entertainment,6059,
2024-03-11,51,Female,Bread,Groceries,4731,
2024-02-25,36,Female,Movie Ticket,Entertainment,7968,
2024-01-30,33,Female,Medicine,Health & Wellness,2988,
2024-03-16,49,Male,Netflix,Entertainment,6723,
2024-02-17,23,Male,Netflix,Entertainment,4150,
2024-02-19,59,Male,Video Game,Entertainment,3901,Want
2024-01-22,54,Male,Medicine,Health & Wellness,4233,
2024-01-11,31,Female,Video Game,Entertainment,5810,
2024-01-23,44,Male,Video Game,Entertainment,4067,
2024-01-22,48,Female,Movie Ticket,Entertainment,3901,
2024-01-19,45,Male,Movie Ticket,Entertainment,7802,
2024-03-25,48,Male,Netflix,Entertainment,3735,
2024-02-06,52,Female,Medicine,Health & Wellness,3403,Need
2024-03-10,20,Female,Milk,Groceries,6806,Need
2024-01-07,56,Female,Netflix,Entertainment,8051,
2024-03-25,37,Female,Medicine,Health & Wellness,1079,
2024-02-07,44,Female,Bread,Groceries,7636,Need
2024-02-26,58,Male,Medicine,Health & Wellness,1577,Need
2024-03-04,32,Male,Netflix,Entertainment,1328,
2024-02-09,35,Male,Vegetables,Groceries,6723,Need
2024-02-29,42,Female,Netflix,Entertainment,1079,
2024-02-19,44,Male,Netflix,Entertainment,5561,
2024-03-29,36,Male,Medicine,Health & Wellness,6889,Need
2024-02-13,43,Male,Movie Ticket,Entertainment,8217,Want
2024-02-28,35,Female,Movie Ticket,Entertainment,1660,
2024-01-31,30,Female,Movie Ticket,Entertainment,7553,
2024-01-12,45,Female,Bread,Groceries,6723,
2024-03-29,60,Male,Video Game,Entertainment,6557,
2024-03-25,36,Female,Rice,Groceries,7387,
2024-02-06,25,Male,Movie Ticket,Entertainment,996,
2024-02-29,20,Male,Rice,Groceries,5229,
2024-01-20,24,Male,Medicine,Health & Wellness,7387,
2024-03-25,43,Male,Movie Ticket,Entertainment,4731,
2024-03-20,47,Female,Milk,Groceries,5644,Need
2024-01-05,52,Female,Movie Ticket,Entertainment,4067,
2024-03-01,53,Female,Bread,Groceries,4565,
2024-02-06,42,Male,Rice,Groceries,3071,
2024-03-02,20,Female,Vegetables,Groceries,4150,Need
2024-02-08,27,Female,Vegetables,Groceries,5893,
2024-01-26,22,Female,Video Game,Entertainment,1079,Want
2024-01-17,40,Female,Medicine,Health & Wellness,1743,
2024-02-23,31,Female,Medicine,Health & Wellness,3403,
2024-01-20,55,Male,Video Game,Entertainment,7387,
2024-02-02,42,Female,Netflix,Entertainment,1494,
2024-03-03,25,Male,Medicine,Health & Wellness,2158,
2024-01-03,47,Female,Netflix,Entertainment,6557,
2024-01-19,49,Male,Bread,Groceries,8217,Need
2024-01-25,27,Female,Video Game,Entertainment,7221,
2024-01-26,42,Female,Vegetables,Groceries,2241,
2024-03-09,40,Female,Bread,Groceries,7304,
2024-03-30,19,Male,Rice,Groceries,2075,
2024-03-14,29,Female,Bread,Groceries,6059,
2024-02-03,46,Male,Milk,Groceries,2739,
2024-01-15,30,Male,Video Game,Entertainment,7885,
2024-01-27,28,Male,Movie Ticket,Entertainment,7221,
2024-03-04,32,Male,Movie Ticket,Entertainment,1494,
2024-03-20,38,Male,Bread,Groceries,3237,
2024-03-04,31,Male,Bread,Groceries,7802,
2024-01-07,43,Male,Netflix,Entertainment,2241,Want
2024-02-15,51,Female,Movie Ticket,Entertainment,2407,
2024-01-29,26,Female,Netflix,Entertainment,2573,Want
2024-01-12,45,Male,Movie Ticket,Entertainment,1079,
2024-03-03,51,Male,Bread,Groceries,2158,Need
2024-03-29,24,Male,Netflix,Entertainment,6557,
2024-01-30,32,Female,Video Game,Entertainment,4731,
2024-03-19,25,Male,Vegetables,Groceries,6723,
2024-03-19,23,Female,Movie Ticket,Entertainment,1162,
2024-02-15,27,Male,Netflix,Entertainment,6806,
2024-02-27,32,Female,Milk,Groceries,2739,
2024-03-15,21,Male,Vegetables,Groceries,6142,Need
2024-02-04,57,Male,Movie Ticket,Entertainment,6972,
2024-03-07,28,Female,Video Game,Entertainment,4731,
2024-01-20,36,Male,Vegetables,Groceries,2490,
2024-03-02,41,Female,Milk,Groceries,6640,
2024-03-12,56,Female,Medicine,Health & Wellness,2822,
2024-03-09,50,Female,Movie Ticket,Entertainment,4482,Want
2024-01-01,22,Female,Bread,Groceries,2158,
2024-03-22,57,Female,Movie Ticket,Entertainment,7221,
2024-01-05,33,Male,Milk,Groceries,5229,
2024-02-15,41,Male,Bread,Groceries,6640,
2024-02-08,23,Female,Video Game,Entertainment,5561,Want
2024-02-21,49,Male,Rice,Groceries,6308,
2024-02-23,28,Female,Vegetables,Groceries,1826,
2024-01-08,32,Male,Vegetables,Groceries,6557,
2024-03-31,19,Female,Medicine,Health & Wellness,6723,
2024-03-30,33,Male,Medicine,Health & Wellness,6723,Need
2024-02-13,32,Male,Medicine,Health & Wellness,1743,Need
2024-02-27,20,Male,Netflix,Entertainment,3486,
2024-02-01,26,Male,Movie Ticket,Entertainment,4897,
2024-02-22,25,Female,Netflix,Entertainment,6391,
2024-02-25,34,Male,Movie Ticket,Entertainment,1162,
2024-03-28,53,Male,Medicine,Health & Wellness,7470,
2024-03-03,28,Female,Medicine,Health & Wellness,1826,
2024-01-15,32,Male,Movie Ticket,Entertainment,6391,
2024-01-24,26,Female,Milk,Groceries,7719,Need
2024-03-15,18,Female,Movie Ticket,Entertainment,6640,
2024-02-08,19,Male,Movie Ticket,Entertainment,1245,
2024-01-07,37,Female,Milk,Groceries,4980,Need
2024-01-11,58,Male,Movie Ticket,Entertainment,6889,
2024-03-07,55,Female,Movie Ticket,Entertainment,4731,
2024-03-11,26,Female,Video Game,Entertainment,4565,
2024-02-15,19,Male,Bread,Groceries,2241,
2024-01-10,49,Female,Bread,Groceries,830,Need
2024-02-13,34,Female,Video Game,Entertainment,2905,
2024-01-11,22,Female,Rice,Groceries,5063,
2024-02-15,18,Female,Video Game,Entertainment,3237,
2024-02-22,34,Female,Vegetables,Groceries,7802,
2024-01-10,26,Female,Netflix,Entertainment,7387,
2024-01-10,20,Male,Netflix,Entertainment,1909,
2024-03-07,33,Female,Bread,Groceries,4565,
2024-03-30,45,Female,Netflix,Entertainment,830,
2024-02-29,60,Female,Video Game,Entertainment,5893,
2024-01-31,18,Male,Video Game,Entertainment,2573,
2024-01-19,31,Male,Medicine,Health & Wellness,2988,
2024-02-10,41,Female,Rice,Groceries,7304,
2024-01-14,36,Male,Vegetables,Groceries,7968,Need
2024-03-31,30,Male,Video Game,Entertainment,1162,Want
2024-03-15,30,Female,Rice,Groceries,3984,
2024-02-22,57,Male,Netflix,Entertainment,2158,
2024-03-23,50,Female,Medicine,Health & Wellness,7387,
2024-03-17,60,Male,Video Game,Entertainment,4731,
2024-02-14,48,Female,Medicine,Health & Wellness,5478,
2024-01-11,37,Female,Netflix,Entertainment,2324,
2024-02-17,21,Male,Netflix,Entertainment,1079,
2024-01-17,18,Female,Rice,Groceries,4814,
2024-02-22,49,Female,Movie Ticket,Entertainment,1660,
2024-01-09,30,Female,Movie Ticket,Entertainment,8051,
2024-03-09,57,Male,Medicine,Health & Wellness,8134,
2024-03-30,43,Male,Video Game,Entertainment,6308,
2024-02-24,21,Male,Medicine,Health & Wellness,5976,Need
2024-02-02,59,Male,Movie Ticket,Entertainment,7968,Want
2024-01-06,52,Male,Movie Ticket,Entertainment,830,
2024-01-18,29,Male,Movie Ticket,Entertainment,1992,
2024-03-29,46,Female,Bread,Groceries,3818,
2024-02-18,37,Male,Movie Ticket,Entertainment,6972,
2024-02-27,58,Male,Bread,Groceries,3901,Need
2024-01-26,22,Female,Netflix,Entertainment,4648,
2024-03-23,32,Female,Vegetables,Groceries,3320,
2024-01-08,56,Male,Movie Ticket,Entertainment,830,
2024-01-17,49,Female,Vegetables,Groceries,7470,
2024-01-21,46,Male,Bread,Groceries,3237,
2024-01-03,19,Female,Rice,Groceries,7387,
2024-03-02,52,Male,Video Game,Entertainment,7968,
2024-01-31,35,Female,Rice,Groceries,2656,
2024-01-12,51,Female,Rice,Groceries,6723,Need
2024-01-03,36,Female,Rice,Groceries,8300,
2024-02-17,49,Male,Vegetables,Groceries,4565,
2024-03-29,27,Female,Medicine,Health & Wellness,5893,
2024-01-06,41,Male,Bread,Groceries,7304,
2024-03-04,41,Female,Movie Ticket,Entertainment,1162,Want
2024-01-21,50,Female,Video Game,Entertainment,6972,Want
2024-03-19,51,Male,Vegetables,Groceries,3735,Need
2024-01-23,32,Male,Bread,Groceries,3818,
2024-02-06,45,Male,Netflix,Entertainment,2158,Want
2024-02-05,30,Female,Bread,Groceries,6640,
2024-03-25,51,Male,Vegetables,Groceries,2988,Need
2024-01-15,38,Female,Movie Ticket,Entertainment,8300,Want
2024-02-09,28,Female,Medicine,Health & Wellness,5810,
2024-03-09,36,Male,Vegetables,Groceries,8217,
2024-03-05,24,Female,Netflix,Entertainment,2739,
2024-03-02,60,Male,Movie Ticket,Entertainment,6889,
2024-03-10,26,Female,Netflix,Entertainment,7304,
2024-02-22,30,Male,Video Game,Entertainment,7387,
2024-01-04,37,Male,Video Game,Entertainment,5478,
2024-01-16,29,Female,Movie Ticket,Entertainment,1660,
2024-03-07,45,Female,Video Game,Entertainment,6889,
2024-01-07,38,Female,Rice,Groceries,4150,
2024-01-11,36,Female,Movie Ticket,Entertainment,1992,
2024-03-21,31,Male,Milk,Groceries,3818,
2024-01-27,44,Male,Bread,Groceries,3154,
2024-03-03,52,Female,Milk,Groceries,8134,
2024-01-03,53,Male,Vegetables,Groceries,5146,
2024-02-10,37,Female,Vegetables,Groceries,4399,Need
2024-03-27,43,Male,Rice,Groceries,3486,
2024-03-27,44,Male,Vegetables,Groceries,2822,
2024-03-02,39,Female,Rice,Groceries,6308,
2024-02-07,30,Male,Vegetables,Groceries,7470,
2024-02-28,36,Female,Milk,Groceries,3071,
2024-03-22,29,Female,Rice,Groceries,7138,Need
2024-03-23,52,Male,Video Game,Entertainment,1826,
2024-02-14,54,Male,Vegetables,Groceries,8051,
2024-02-29,46,Male,Medicine,Health & Wellness,913,Need
2024-03-21,28,Male,Vegetables,Groceries,5312,
2024-01-15,35,Female,Movie Ticket,Entertainment,7719,
2024-02-17,19,Male,Milk,Groceries,5727,
2024-03-31,30,Female,Video Game,Entertainment,1992,
2024-03-12,33,Male,Vegetables,Groceries,3486,
2024-01-21,51,Male,Vegetables,Groceries,5146,
2024-01-08,34,Female,Bread,Groceries,5312,
2024-03-18,18,Male,Rice,Groceries,6557,
2024-01-16,30,Female,Vegetables,Groceries,4399,
2024-01-30,60,Female,Video Game,Entertainment,4648,Want
2024-02-22,45,Female,Medicine,Health & Wellness,2822,
2024-03-23,50,Female,Medicine,Health & Wellness,6391,
2024-02-20,55,Male,Vegetables,Groceries,1660,
2024-03-27,32,Male,Movie Ticket,Entertainment,5395,
2024-03-03,27,Female,Vegetables,Groceries,2324,
2024-02-02,45,Female,Medicine,Health & Wellness,2905,
2024-01-28,51,Female,Movie Ticket,Entertainment,5561,Want
2024-03-02,40,Female,Video Game,Entertainment,6723,
2024-02-20,30,Female,Video Game,Entertainment,3569,
2024-01-01,33,Female,Milk,Groceries,2075,
2024-01-06,40,Female,Medicine,Health & Wellness,6889,
2024-02-26,41,Male,Netflix,Entertainment,6225,
2024-02-14,35,Female,Movie Ticket,Entertainment,7470,Want
2024-02-15,25,Male,Milk,Groceries,7553,
2024-01-31,45,Female,Video Game,Entertainment,5478,
2024-02-10,47,Female,Rice,Groceries,3403,Need
2024-02-16,58,Female,Milk,Groceries,3569,
2024-03-05,52,Female,Netflix,Entertainment,7802,
2024-02-01,59,Male,Rice,Groceries,6557,
2024-02-27,53,Male,Bread,Groceries,1494,
2024-02-02,43,Female,Movie Ticket,Entertainment,1992,
2024-02-01,51,Male,Rice,Groceries,7719,
2024-01-10,34,Male,Netflix,Entertainment,3984,
2024-03-31,39,Female,Video Game,Entertainment,5976,Want
2024-03-03,34,Female,Milk,Groceries,5976,
2024-02-22,22,Male,Milk,Groceries,7968,
2024-01-06,49,Male,Milk,Groceries,1992,
2024-01-14,37,Male,Video Game,Entertainment,6308,
2024-03-14,60,Female,Video Game,Entertainment,7470,
2024-01-07,36,Male,Video Game,Entertainment,4731,Want
2024-02-07,33,Female,Vegetables,Groceries,6059,Need
2024-01-21,58,Male,Video Game,Entertainment,5395,Want
2024-02-11,39,Female,Medicine,Health & Wellness,5395,
2024-02-22,41,Male,Movie Ticket,Entertainment,7221,Want
2024-03-04,42,Male,Netflix,Entertainment,2739,
2024-02-23,27,Male,Video Game,Entertainment,7636,
2024-02-11,30,Female,Milk,Groceries,2241,
2024-02-15,34,Male,Vegetables,Groceries,4233,
2024-03-22,44,Male,Netflix,Entertainment,7553,Want
2024-03-12,60,Male,Video Game,Entertainment,3901,
2024-01-18,23,Female,Rice,Groceries,5893,
2024-03-12,28,Male,Milk,Groceries,5229,Need
2024-02-13,40,Male,Bread,Groceries,4731,Need
2024-01-22,25,Male,Movie Ticket,Entertainment,2739,
2024-02-24,40,Male,Netflix,Entertainment,5810,Want
2024-03-24,27,Female,Netflix,Entertainment,3818,Want
2024-03-15,60,Male,Movie Ticket,Entertainment,4980,Want
2024-02-18,38,Male,Movie Ticket,Entertainment,3569,
2024-03-18,55,Male,Medicine,Health & Wellness,4233,
2024-01-26,59,Female,Vegetables,Groceries,4233,Need
2024-02-06,57,Female,Netflix,Entertainment,6806,
2024-03-07,31,Female,Bread,Groceries,3237,
2024-01-09,55,Male,Movie Ticket,Entertainment,2573,
2024-03-16,55,Male,Rice,Groceries,2573,
2024-03-19,55,Male,Movie Ticket,Entertainment,3735,
2024-03-11,39,Male,Medicine,Health & Wellness,5478,
2024-02-23,21,Female,Movie Ticket,Entertainment,2075,
2024-01-10,58,Female,Bread,Groceries,4399,
2024-02-19,46,Male,Netflix,Entertainment,8134,
2024-01-09,24,Female,Movie Ticket,Entertainment,2075,
2024-02-24,22,Female,Movie Ticket,Entertainment,1494,
2024-02-22,47,Female,Milk,Groceries,7553,
2024-03-13,20,Female,Bread,Groceries,4150,
2024-03-05,27,Female,Vegetables,Groceries,4731,
2024-02-08,52,Male,Video Game,Entertainment,2241,Want
2024-01-07,49,Female,Rice,Groceries,7636,
2024-03-06,52,Male,Movie Ticket,Entertainment,7885,
2024-02-17,33,Male,Medicine,Health & Wellness,1826,
2024-02-06,57,Male,Rice,Groceries,7719,
2024-02-06,49,Female,Bread,Groceries,6225,Need
2024-02-29,29,Female,Vegetables,Groceries,4980,
2024-01-29,60,Female,Milk,Groceries,6557,
2024-01-08,30,Male,Bread,Groceries,1826,
2024-01-22,23,Female,Milk,Groceries,5644,
2024-01-16,41,Male,Movie Ticket,Entertainment,7719,
2024-03-18,18,Female,Rice,Groceries,8134,
2024-03-21,19,Male,Netflix,Entertainment,6225,
2024-01-31,21,Female,Video Game,Entertainment,5561,
2024-02-18,48,Male,Netflix,Entertainment,3071,
2024-03-01,59,Male,Video Game,Entertainment,3569,
2024-03-06,28,Female,Movie Ticket,Entertainment,1992,
2024-02-22,18,Male,Bread,Groceries,3569,
2024-01-12,48,Female,Video Game,Entertainment,2075,
2024-03-10,32,Female,Medicine,Health & Wellness,4565,
2024-01-12,56,Female,Movie Ticket,Entertainment,5561,
2024-01-21,44,Female,Netflix,Entertainment,7636,Want
2024-02-19,27,Female,Rice,Groceries,2490,
